AN_LETIVO;CD_UNIDADE_EDUCACAO;NOME_DISTRITO;CD_SETOR;TIPO_ESCOLA;NOME_ESCOLA;DRE;CD_INEP_ESCOLA;SITUACAO_ESCOLA;CD_TURMA;CD_TURNO;DESC_TURNO;CD_SERIE;DESC_SERIE;MODALIDADE;MODALIDADE_SEGMENTO;TURMA_ESCOL;NOME_TURMA;HORA_IN_TURMA;HORA_FIM_TURMA;DESC_PERIODICIDADE_TURMA;CD_ETAPA_ENSINO;DESC_ETAPA_ENSINO;CD_CICLO_ENSINO;CD_TIPO_TURMA;DESC_TIPO_TURMA;CD_TIPO_PROGRAMA;DUR_DIA_TURMA;DUR_SEMAN_TURMA;DUR_SEM_HORA;DUR_SEM_MIN;QTD_DIAS_SEMAN_TURMA;X_SEMANA;SEG;TER;QUA;QUI;SEX;SAB;DOM;CD_ALUNO_SME;ANO_NASC_ALUNO;MES_NASC_ALUNO;IDADE_ALUNO_ANO_CIVIL;IDADE_ALUNO_3103;CD_SEXO;CD_RACA_COR;DESC_RACA_COR;CD_PAIS_NASC;DESC_PAIS_NASC;CD_MUN_NASC;DESC_MUN_NASC;DESC_UF_NASC;NEE_ALT_HAB;DEF__AUTISMO;DEF__SURDEZ_LEVE;DEF__SURDEZ_SEV;DEF__INTELECT;DEF__MULTIPLA;DEF__CEGUEIRA;DEF__BAIXA_VISAO;DEF__SURDO_CEG;DEF__TRANST_DES_INF;DEF__SINDR_ASPER;DEF__SINDR_RETT;DEF__FIS_N_CADEIR;DEF__FIS_CADEIR;DEF__N_POSSUI;CD_MAT;DT_IN_MAT;DT_FIM_MAT;QTD_DIAS_MATR;ANO_IN_MAT;MES_IN_MAT;SITUACAO_MAT;ANO_SIT_MAT;MES_SIT_MAT;SIT_AL_APROV;SIT_AL_REPROV;SIT_AL_ABAND;SIT_AL_CONCL;SIT_AL_TRANSF;SIT_AL_FALEC;SIT_AL_NCOM;SIT_AL_EXCL;SIT_AL_CES;SIT_AL_REMAN;SIT_AL_RECLAS;SIT_AL_ATIVO
2019;92185;VILA MARIA;8903;EMEI        ;ANA NERI;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;35052590.0;ATIVA;1992229;1;MANHA;270;INFANTIL I;PRE;PRE;S;5A;700;1300;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;2.0;1.0;REGULAR;0.0;6.0;30;30.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192478;2014;9;5;4;F;3;PARDA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31276637;2019-02-05 15:26:34;2019-12-20 00:00:00;319;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;400851;JARAGUA;4205;CEI INDIR   ;ARACY GOUVEA DE SOUZA;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;35005537.0;ATIVA;2028233;6;INTEGRAL;267;MINI GRUPO I;CRECHE;CRECHE;S;3B;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192470;2017;3;2;2;M;6;NAO DECLARADA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30468643;2019-02-04 00:00:00;2019-02-07 11:53:32;4;2019;2;Transferido;2019;2;0;0;0;0;1;0;0;0;0;0;0;0
2019;400850;JARAGUA;4203;CEI INDIR   ;CELY VELLOSO VIGNOLA, PROFESSORA;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;35005604.0;ATIVA;2028259;6;INTEGRAL;267;MINI GRUPO I;CRECHE;CRECHE;S;3A;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192470;2017;3;2;2;M;6;NAO DECLARADA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31291202;2019-02-07 11:53:32;2019-12-19 10:29:44;316;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;308263;ERMELINO MATARAZZO;2803;CR.P.CONV   ;CANTINHO FELIZ;DIRETORIA REGIONAL DE EDUCACAO PENHA;35576136.0;ATIVA;2019258;6;INTEGRAL;267;MINI GRUPO I;CRECHE;CRECHE;S;3A;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192471;2017;2;2;2;M;6;NAO DECLARADA;10.0;BRASIL;3523107.0;ITAQUAQUECETUBA;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31244200;2019-02-04 00:00:00;2019-03-12 15:06:20;37;2019;2;Desistente;2019;3;0;0;1;0;0;0;0;0;0;0;0;0
2019;309115;JARDIM SAO LUIS;4601;CR.P.CONV   ;AGAPE I;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;35005510.0;ATIVA;2029624;6;INTEGRAL;267;MINI GRUPO I;CRECHE;CRECHE;S;3N;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192474;2016;9;3;2;F;1;BRANCA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30485827;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;308659;ERMELINO MATARAZZO;2803;CR.P.CONV   ;VOVO LOURDES;DIRETORIA REGIONAL DE EDUCACAO PENHA;35586341.0;ATIVA;2032401;6;INTEGRAL;242;BERCARIO II;CRECHE;CRECHE;S;2B;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192489;2017;6;2;1;M;6;NAO DECLARADA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30881785;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;400835;PONTE RASA;6402;CEI INDIR   ;VERA CRUZ;DIRETORIA REGIONAL DE EDUCACAO PENHA;35005258.0;ATIVA;2015016;6;INTEGRAL;267;MINI GRUPO I;CRECHE;CRECHE;S;3E;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192480;2016;10;3;2;M;3;PARDA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30450200;2019-02-04 00:00:00;2019-02-11 14:34:10;8;2019;2;Transferido;2019;2;0;0;0;0;1;0;0;0;0;0;0;0
2019;400312;ARTUR ALVIM;505;CEI INDIR   ;JARDIM NORDESTE;DIRETORIA REGIONAL DE EDUCACAO PENHA;35181742.0;ATIVA;2019233;6;INTEGRAL;267;MINI GRUPO I;CRECHE;CRECHE;S;3D;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192480;2016;10;3;2;M;3;PARDA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31888534;2019-08-08 13:32:56;2019-12-20 00:00:00;135;2019;8;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;19382;IGUATEMI;3304;CEU EMEI    ;ALTO ALEGRE;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;35398238.0;ATIVA;1985780;3;TARDE;274;INFANTIL II;PRE;PRE;S;6H;1300;1900;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;2.0;1.0;REGULAR;0.0;6.0;30;30.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192481;2013;10;6;5;F;1;BRANCA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30181383;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;14125;PEDREIRA;5803;EMEI        ;VIRGILIO TAVORA;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;35075589.0;ATIVA;1988139;1;MANHA;274;INFANTIL II;PRE;PRE;S;6C;700;1300;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;2.0;1.0;REGULAR;0.0;6.0;30;30.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192484;2013;10;6;5;F;6;NAO DECLARADA;10.0;BRASIL;5300108.0;BRASILIA;DF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31368948;2019-02-25 16:33:32;2019-03-14 15:36:43;18;2019;2;Não Compareceu;2019;3;0;0;0;0;0;0;1;0;0;0;0;0
2019;306333;VILA GUILHERME;8602;CR.P.CONV   ;MARIA DA GLORIA BAUMGART;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;35182552.0;ATIVA;2022625;6;INTEGRAL;267;MINI GRUPO I;CRECHE;CRECHE;S;3D;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192485;2016;5;3;2;F;6;NAO DECLARADA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30240696;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;91243;VILA CURUCA;8404;EMEI        ;LEILA DINIZ;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;35092678.0;ATIVA;2002902;6;INTEGRAL;271;INFANTIL I;PRE;PRE;S;5D;1100;1900;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;2.0;1.0;REGULAR;0.0;8.0;40;40.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192497;2014;4;5;4;M;1;BRANCA;10.0;BRASIL;3551702.0;SERTAOZINHO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31101434;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;309190;CIDADE DUTRA;2307;CR.P.CONV   ;MARIO QUINTANA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;35005697.0;ATIVA;2016767;6;INTEGRAL;267;MINI GRUPO I;CRECHE;CRECHE;S;3A;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192498;2017;3;2;2;M;3;PARDA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30515025;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;308849;CIDADE ADEMAR;2203;CR.P.CONV   ;BRILHO DO SOL V;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;35004717.0;ATIVA;2010054;6;INTEGRAL;242;BERCARIO II;CRECHE;CRECHE;S;2D;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192499;2018;2;1;1;M;1;BRANCA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31056783;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;309238;TREMEMBE;8104;CR.P.CONV   ;RAIO DE SOL V;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;35005777.0;ATIVA;2039915;6;INTEGRAL;268;MINI GRUPO II;CRECHE;CRECHE;S;4C;800;1800;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192490;2016;2;3;3;M;1;BRANCA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31189993;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;308400;CAPAO REDONDO;1903;CR.P.CONV   ;VOVO SUZANA;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;35579658.0;ATIVA;2018931;6;INTEGRAL;242;BERCARIO II;CRECHE;CRECHE;S;2B;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192491;2018;2;1;1;F;6;NAO DECLARADA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31187983;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;308117;VILA CURUCA;8406;CR.P.CONV   ;VO ESTER;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;35564345.0;ATIVA;2033988;6;INTEGRAL;268;MINI GRUPO II;CRECHE;CRECHE;S;4A;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192494;2016;3;3;3;M;6;NAO DECLARADA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30779223;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;307083;PARELHEIROS;5510;CR.P.CONV   ;VARGEM GRANDE;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;35431023.0;ATIVA;2024059;6;INTEGRAL;242;BERCARIO II;CRECHE;CRECHE;S;2I;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192406;2017;5;2;1;F;6;NAO DECLARADA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31095957;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;306192;RIO PEQUENO;6702;CR.P.CONV   ;VILA DALVA, CEI;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;35180592.0;ATIVA;2024448;6;INTEGRAL;242;BERCARIO II;CRECHE;CRECHE;S;2G;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192408;2018;1;1;1;F;6;NAO DECLARADA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31159468;2019-02-04 00:00:00;2019-04-30 19:10:18;86;2019;2;Desistente;2019;4;0;0;1;0;0;0;0;0;0;0;0;0
2019;400702;SACOMA;6801;CEI INDIR   ;SIMONE AGNALDA FERREIRA;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;35414815.0;ATIVA;2032865;6;INTEGRAL;267;MINI GRUPO I;CRECHE;CRECHE;S;3E;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192409;2016;9;3;2;M;3;PARDA;10.0;BRASIL;2921203.0;MIGUEL CALMON;BA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30670971;2019-02-04 00:00:00;2019-08-06 09:43:24;184;2019;2;Desistente;2019;8;0;0;1;0;0;0;0;0;0;0;0;0
2019;400720;AGUA RASA;102;CEI INDIR   ;PILAR FUENTES ROMEU;DIRETORIA REGIONAL DE EDUCACAO PENHA;35433159.0;ATIVA;2013484;6;INTEGRAL;242;BERCARIO II;CRECHE;CRECHE;S;2B;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192400;2017;8;2;1;F;6;NAO DECLARADA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31011439;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;308875;VILA MARIA;8906;CR.P.CONV   ;NUCLEO DO SABER;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;35005076.0;ATIVA;2019338;6;INTEGRAL;242;BERCARIO II;CRECHE;CRECHE;S;2A;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192401;2017;5;2;1;F;1;BRANCA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31004209;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;19198;CIDADE DUTRA;2302;CEU EMEI    ;MILTON SANTOS, PROF.;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;35270386.0;ATIVA;2035975;3;TARDE;270;INFANTIL I;PRE;PRE;S;5J;1300;1900;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;2.0;1.0;REGULAR;0.0;6.0;30;30.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192403;2015;2;4;4;M;6;NAO DECLARADA;10.0;BRASIL;4205407.0;FLORIANOPOLIS;SC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31229132;2019-02-04 00:00:00;2019-12-19 09:21:43;319;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;400658;ANHANGUERA;303;CEI INDIR   ;MORADA DO SOL;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;35342981.0;ATIVA;2018594;6;INTEGRAL;242;BERCARIO II;CRECHE;CRECHE;S;2C;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192416;2018;2;1;1;M;1;BRANCA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31338598;2019-02-15 13:15:44;2019-12-20 00:00:00;309;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;400522;JARAGUA;4203;CEU CEI     ;PERA MARMELO;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;35058063.0;ATIVA;1992108;6;INTEGRAL;242;BERCARIO II;CRECHE;CRECHE;S;2C;800;1800;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192418;2018;1;1;1;F;6;NAO DECLARADA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31222051;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;308933;CANGAIBA;1802;CR.P.CONV   ;AMOR DIVINO;DIRETORIA REGIONAL DE EDUCACAO PENHA;35005222.0;ATIVA;2018851;6;INTEGRAL;242;BERCARIO II;CRECHE;CRECHE;S;2C;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192411;2017;12;2;1;M;6;NAO DECLARADA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31011702;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;306608;JARDIM SAO LUIS;4602;CR.P.CONV   ;LAR MARIA ALBERTINA;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;35191863.0;ATIVA;2018079;6;INTEGRAL;242;BERCARIO II;CRECHE;CRECHE;S;2D;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192413;2017;11;2;1;F;1;BRANCA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31205357;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;309156;SAO RAFAEL;7502;CR.P.CONV   ;MARANATA II;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;35005588.0;ATIVA;2028570;6;INTEGRAL;267;MINI GRUPO I;CRECHE;CRECHE;S;3B;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192414;2016;9;3;2;M;6;NAO DECLARADA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31616064;2019-04-25 15:19:20;2019-10-07 16:58:04;166;2019;4;Desistente;2019;10;0;0;1;0;0;0;0;0;0;0;0;0
2019;306449;TREMEMBE;8105;CR.P.CONV   ;RAIO DE SOL - AMELIA DINIZ ANTAS;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;35183261.0;ATIVA;2161653;6;INTEGRAL;267;MINI GRUPO I;CRECHE;CRECHE;S;3D;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192421;2017;2;2;2;F;3;PARDA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;32106219;2019-10-07 16:42:05;2019-12-20 00:00:00;75;2019;10;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;400092;CIDADE ADEMAR;2205;CEI DIRET   ;JARDIM LUSO;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;35238788.0;ATIVA;1979750;6;INTEGRAL;242;BERCARIO II;CRECHE;CRECHE;S;2C;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192423;2018;3;1;1;M;6;NAO DECLARADA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;32156243;2019-10-08 13:52:10;2019-12-20 00:00:00;74;2019;10;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;307823;JARAGUA;4206;CR.P.CONV   ;CISNE ENCANTADO CEI;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;35476821.0;ATIVA;2019952;6;INTEGRAL;242;BERCARIO II;CRECHE;CRECHE;S;2C;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192424;2018;2;1;1;F;6;NAO DECLARADA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31094103;2019-02-04 00:00:00;2019-12-19 16:11:40;319;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;306491;BELEM;803;CR.P.CONV   ;FABIANO DE CRISTO, CASA TRANSIT;DIRETORIA REGIONAL DE EDUCACAO PENHA;35806997.0;ATIVA;2020295;6;INTEGRAL;268;MINI GRUPO II;CRECHE;CRECHE;S;4B;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7192425;2016;2;3;3;M;1;BRANCA;10.0;BRASIL;2614501.0;SURUBIM;PE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30336530;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
